sale,instrspending,discount,tvspending,stockrate,price,radio,onlineadsspending,revenue,location,cuisine,name,month,year,month_num,rating,service_quality_score
4863,1.95,0.42,82.39,0.12,29.0,25,1966.4,29.0,Main Location,General,Main Location - General,1977-09-01,1977,9,4.5,8.5
82470,44.14,0.23,27.09,0.67,27.43,2601,2046.0,27.43,Main Location,General,Main Location - General,1977-10-01,1977,10,4.5,8.5
246811,39.1,0.33,78.21,0.02,5.86,759,269.48,5.86,Main Location,General,Main Location - General,1977-11-01,1977,11,4.5,8.5
299260,47.65,0.19,198.07,0.05,12.76,1417,373.59,12.76,Main Location,General,Main Location - General,1977-12-01,1977,12,4.5,8.5
327527,52.75,0.45,117.52,0.75,1.91,2300,2799.18,1.91,Main Location,General,Main Location - General,1978-01-01,1978,1,4.5,8.5
122722,42.54,0.47,44.02,0.83,21.78,2725,44.85,21.78,Main Location,General,Main Location - General,1978-02-01,1978,2,4.5,8.5
151747,13.47,0.1,48.4,0.5,4.84,919,3089.44,4.84,Main Location,General,Main Location - General,1978-03-01,1978,3,4.5,8.5
5620,1.07,0.44,54.22,0.6,24.46,739,2912.63,24.46,Main Location,General,Main Location - General,1978-04-01,1978,4,4.5,8.5
74832,22.11,0.3,46.84,0.32,21.67,2686,3150.64,21.67,Main Location,General,Main Location - General,1978-05-01,1978,5,4.5,8.5
108466,8.93,0.15,65.04,0.55,11.39,2580,1452.67,11.39,Main Location,General,Main Location - General,1978-06-01,1978,6,4.5,8.5
206679,36.43,0.18,148.33,0.98,14.76,2475,689.48,14.76,Main Location,General,Main Location - General,1978-07-01,1978,7,4.5,8.5
111832,38.52,0.3,97.88,0.21,27.8,1105,2676.13,27.8,Main Location,General,Main Location - General,1978-08-01,1978,8,4.5,8.5
38196,0.73,0.13,62.78,0.68,18.83,2785,1648.62,18.83,Main Location,General,Main Location - General,1978-09-01,1978,9,4.5,8.5
315591,52.08,0.44,117.39,0.8,3.51,48,3124.77,3.51,Main Location,General,Main Location - General,1978-10-01,1978,10,4.5,8.5
200703,29.9,0.48,34.19,0.76,3.53,158,2321.5,3.53,Main Location,General,Main Location - General,1978-11-01,1978,11,4.5,8.5
28181,5.32,0.41,4.74,0.4,18.02,2887,442.87,18.02,Main Location,General,Main Location - General,1978-12-01,1978,12,4.5,8.5
148487,57.4,0.08,66.88,0.12,27.52,1354,810.24,27.52,Main Location,General,Main Location - General,1979-01-01,1979,1,4.5,8.5
304892,55.99,0.35,173.68,0.75,11.49,675,2901.97,11.49,Main Location,General,Main Location - General,1979-02-01,1979,2,4.5,8.5
345908,59.83,0.46,122.11,0.06,4.82,2641,2299.84,4.82,Main Location,General,Main Location - General,1979-03-01,1979,3,4.5,8.5
194620,50.52,0.02,80.64,0.92,16.95,491,1942.31,16.95,Main Location,General,Main Location - General,1979-04-01,1979,4,4.5,8.5
62384,7.77,0.44,42.88,0.71,16.18,2086,958.15,16.18,Main Location,General,Main Location - General,1979-05-01,1979,5,4.5,8.5
33131,23.86,0.15,48.31,0.36,29.19,1540,2489.55,29.19,Main Location,General,Main Location - General,1979-06-01,1979,6,4.5,8.5
148908,53.32,0.4,54.16,0.29,24.22,2007,320.5,24.22,Main Location,General,Main Location - General,1979-07-01,1979,7,4.5,8.5
220577,47.32,0.38,20.05,0.79,6.19,602,549.37,6.19,Main Location,General,Main Location - General,1979-08-01,1979,8,4.5,8.5
177686,27.76,0.04,115.76,0.05,14.2,855,2739.69,14.2,Main Location,General,Main Location - General,1979-09-01,1979,9,4.5,8.5
123079,44.18,0.16,65.33,0.36,24.79,18,779.09,24.79,Main Location,General,Main Location - General,1979-10-01,1979,10,4.5,8.5
146265,42.28,0.17,119.37,0.78,24.66,2194,848.15,24.66,Main Location,General,Main Location - General,1979-11-01,1979,11,4.5,8.5
268209,36.91,0.24,119.04,0.17,4.91,2087,152.9,4.91,Main Location,General,Main Location - General,1979-12-01,1979,12,4.5,8.5
221399,32.8,0.32,98.51,0.65,7.75,1607,385.54,7.75,Main Location,General,Main Location - General,1980-01-01,1980,1,4.5,8.5
320793,53.03,0.08,182.91,0.55,9.43,1579,343.84,9.43,Main Location,General,Main Location - General,1980-02-01,1980,2,4.5,8.5
121011,25.3,0.03,76.56,0.63,17.57,2429,405.77,17.57,Main Location,General,Main Location - General,1980-03-01,1980,3,4.5,8.5
232121,52.42,0.03,59.46,0.29,11.66,329,1822.39,11.66,Main Location,General,Main Location - General,1980-04-01,1980,4,4.5,8.5
189217,28.84,0.09,104.29,0.67,10.91,842,1589.58,10.91,Main Location,General,Main Location - General,1980-05-01,1980,5,4.5,8.5
174797,14.47,0.17,138.21,0.51,10.05,1969,2478.89,10.05,Main Location,General,Main Location - General,1980-06-01,1980,6,4.5,8.5
190238,47.73,0.08,70.24,0.86,15.96,1131,888.07,15.96,Main Location,General,Main Location - General,1980-07-01,1980,7,4.5,8.5
74472,35.12,0.49,48.3,0.38,27.16,545,67.68,27.16,Main Location,General,Main Location - General,1980-08-01,1980,8,4.5,8.5
123863,37.0,0.06,126.28,0.97,25.59,1244,251.61,25.59,Main Location,General,Main Location - General,1980-09-01,1980,9,4.5,8.5
212758,59.27,0.29,81.36,0.69,19.0,931,1602.81,19.0,Main Location,General,Main Location - General,1980-10-01,1980,10,4.5,8.5
118225,47.85,0.3,101.56,0.88,29.7,989,62.88,29.7,Main Location,General,Main Location - General,1980-11-01,1980,11,4.5,8.5
110748,47.14,0.4,7.88,0.75,22.14,2881,2420.34,22.14,Main Location,General,Main Location - General,1980-12-01,1980,12,4.5,8.5
135127,4.86,0.18,34.7,0.05,3.36,151,1466.26,3.36,Main Location,General,Main Location - General,1981-01-01,1981,1,4.5,8.5
57216,3.43,0.01,72.09,0.64,17.2,41,655.93,17.2,Main Location,General,Main Location - General,1981-02-01,1981,2,4.5,8.5
163470,18.06,0.39,165.71,0.69,15.89,791,1882.98,15.89,Main Location,General,Main Location - General,1981-03-01,1981,3,4.5,8.5
268114,38.35,0.16,172.89,0.18,10.53,1053,3020.05,10.53,Main Location,General,Main Location - General,1981-04-01,1981,4,4.5,8.5
96849,52.48,0.23,41.07,0.93,29.09,1420,1133.01,29.09,Main Location,General,Main Location - General,1981-05-01,1981,5,4.5,8.5
113309,15.59,0.07,82.24,0.04,16.31,1093,858.52,16.31,Main Location,General,Main Location - General,1981-06-01,1981,6,4.5,8.5
139411,13.6,0.37,37.05,0.91,5.31,959,2283.54,5.31,Main Location,General,Main Location - General,1981-07-01,1981,7,4.5,8.5
224263,48.02,0.14,57.14,0.18,10.93,1173,3093.09,10.93,Main Location,General,Main Location - General,1981-08-01,1981,8,4.5,8.5
181061,39.89,0.0,91.66,0.8,15.35,989,862.21,15.35,Main Location,General,Main Location - General,1981-09-01,1981,9,4.5,8.5
125801,4.17,0.0,43.74,0.75,3.62,2241,1820.2,3.62,Main Location,General,Main Location - General,1981-10-01,1981,10,4.5,8.5
308471,58.19,0.28,68.38,0.87,2.55,2656,363.67,2.55,Main Location,General,Main Location - General,1981-11-01,1981,11,4.5,8.5
303058,58.28,0.33,43.74,0.2,3.02,959,3040.89,3.02,Main Location,General,Main Location - General,1981-12-01,1981,12,4.5,8.5
388244,59.2,0.14,167.42,0.32,1.73,1216,571.26,1.73,Main Location,General,Main Location - General,1982-01-01,1982,1,4.5,8.5
188904,49.73,0.17,199.23,0.84,27.92,413,1034.06,27.92,Main Location,General,Main Location - General,1982-02-01,1982,2,4.5,8.5
128132,2.37,0.07,70.59,0.19,6.37,1410,2415.45,6.37,Main Location,General,Main Location - General,1982-03-01,1982,3,4.5,8.5
40447,12.96,0.13,55.49,0.2,24.3,170,895.25,24.3,Main Location,General,Main Location - General,1982-04-01,1982,4,4.5,8.5
165698,21.04,0.17,160.71,0.58,16.28,2665,2996.78,16.28,Main Location,General,Main Location - General,1982-05-01,1982,5,4.5,8.5
126689,25.85,0.08,165.08,0.3,25.75,44,1741.15,25.75,Main Location,General,Main Location - General,1982-06-01,1982,6,4.5,8.5
29653,4.28,0.49,34.5,0.12,20.9,1850,405.99,20.9,Main Location,General,Main Location - General,1982-07-01,1982,7,4.5,8.5
291348,44.02,0.11,163.48,0.11,9.04,1929,186.36,9.04,Main Location,General,Main Location - General,1982-08-01,1982,8,4.5,8.5
217007,36.04,0.24,101.97,0.51,10.68,2379,2064.76,10.68,Main Location,General,Main Location - General,1982-09-01,1982,9,4.5,8.5
133679,44.25,0.49,13.45,0.95,17.59,2063,2072.06,17.59,Main Location,General,Main Location - General,1982-10-01,1982,10,4.5,8.5
105735,31.14,0.41,57.3,0.6,20.94,2089,672.38,20.94,Main Location,General,Main Location - General,1982-11-01,1982,11,4.5,8.5
218742,30.89,0.39,37.54,0.84,0.7,2550,2709.71,0.7,Main Location,General,Main Location - General,1982-12-01,1982,12,4.5,8.5
170674,1.9,0.4,86.69,0.08,1.55,2354,54.3,1.55,Main Location,General,Main Location - General,1983-01-01,1983,1,4.5,8.5
173726,17.79,0.48,196.71,0.19,18.2,2707,623.49,18.2,Main Location,General,Main Location - General,1983-02-01,1983,2,4.5,8.5
293197,41.85,0.36,141.09,0.71,4.35,1236,1382.62,4.35,Main Location,General,Main Location - General,1983-03-01,1983,3,4.5,8.5
196462,17.09,0.11,194.62,0.75,12.44,2775,1079.08,12.44,Main Location,General,Main Location - General,1983-04-01,1983,4,4.5,8.5
87366,6.63,0.13,193.0,0.98,24.07,2699,3153.92,24.07,Main Location,General,Main Location - General,1983-05-01,1983,5,4.5,8.5
134266,46.26,0.29,108.18,0.76,27.45,1876,2073.7,27.45,Main Location,General,Main Location - General,1983-06-01,1983,6,4.5,8.5
272251,32.48,0.26,137.03,0.31,4.13,2257,1457.26,4.13,Main Location,General,Main Location - General,1983-07-01,1983,7,4.5,8.5
204872,50.79,0.46,187.7,0.34,26.94,1986,241.32,26.94,Main Location,General,Main Location - General,1983-08-01,1983,8,4.5,8.5
135427,16.02,0.24,53.77,0.92,8.55,1917,1155.89,8.55,Main Location,General,Main Location - General,1983-09-01,1983,9,4.5,8.5
74981,7.69,0.5,186.51,0.38,27.45,1226,2326.92,27.45,Main Location,General,Main Location - General,1983-10-01,1983,10,4.5,8.5
210875,39.01,0.15,192.67,0.65,20.45,2581,282.06,20.45,Main Location,General,Main Location - General,1983-11-01,1983,11,4.5,8.5
10677,23.31,0.29,6.35,0.78,28.51,1221,454.98,28.51,Main Location,General,Main Location - General,1983-12-01,1983,12,4.5,8.5
276332,56.58,0.29,32.24,0.18,4.46,2170,3195.39,4.46,Main Location,General,Main Location - General,1984-01-01,1984,1,4.5,8.5
270534,27.69,0.47,186.86,0.88,5.36,2703,2230.44,5.36,Main Location,General,Main Location - General,1984-02-01,1984,2,4.5,8.5
44571,14.35,0.01,52.21,0.92,21.93,2131,2189.47,21.93,Main Location,General,Main Location - General,1984-03-01,1984,3,4.5,8.5
263822,47.79,0.05,106.5,0.38,8.83,1876,1058.93,8.83,Main Location,General,Main Location - General,1984-04-01,1984,4,4.5,8.5
117710,43.68,0.03,19.07,0.73,20.65,2624,2382.21,20.65,Main Location,General,Main Location - General,1984-05-01,1984,5,4.5,8.5
122946,59.96,0.31,35.87,0.68,28.87,1966,537.98,28.87,Main Location,General,Main Location - General,1984-06-01,1984,6,4.5,8.5
202136,48.1,0.31,13.74,0.63,9.69,220,2131.03,9.69,Main Location,General,Main Location - General,1984-07-01,1984,7,4.5,8.5
163143,34.31,0.43,2.26,0.48,8.66,2889,1313.92,8.66,Main Location,General,Main Location - General,1984-08-01,1984,8,4.5,8.5
101347,32.35,0.5,87.95,0.18,25.94,2243,1588.85,25.94,Main Location,General,Main Location - General,1984-09-01,1984,9,4.5,8.5
214615,43.93,0.12,124.97,0.15,17.96,2131,461.57,17.96,Main Location,General,Main Location - General,1984-10-01,1984,10,4.5,8.5
308131,52.72,0.41,73.69,0.65,1.11,342,2039.37,1.11,Main Location,General,Main Location - General,1984-11-01,1984,11,4.5,8.5
57799,5.26,0.38,6.09,0.38,12.95,1986,2383.2,12.95,Main Location,General,Main Location - General,1984-12-01,1984,12,4.5,8.5
119558,12.11,0.27,185.64,0.99,21.19,1869,2150.59,21.19,Main Location,General,Main Location - General,1985-01-01,1985,1,4.5,8.5
263952,44.88,0.14,76.92,0.16,5.29,2144,1627.13,5.29,Main Location,General,Main Location - General,1985-02-01,1985,2,4.5,8.5
331853,43.71,0.09,166.73,0.89,1.97,969,603.2,1.97,Main Location,General,Main Location - General,1985-03-01,1985,3,4.5,8.5
248282,59.88,0.42,131.35,0.78,17.94,213,2184.55,17.94,Main Location,General,Main Location - General,1985-04-01,1985,4,4.5,8.5
61652,4.0,0.48,23.74,0.49,13.86,81,2452.32,13.86,Main Location,General,Main Location - General,1985-05-01,1985,5,4.5,8.5
175908,3.49,0.0,198.02,0.51,10.47,226,889.25,10.47,Main Location,General,Main Location - General,1985-06-01,1985,6,4.5,8.5
126895,48.96,0.12,23.27,0.38,22.5,280,2963.82,22.5,Main Location,General,Main Location - General,1985-07-01,1985,7,4.5,8.5
211719,40.68,0.36,116.89,0.09,14.92,179,2341.99,14.92,Main Location,General,Main Location - General,1985-08-01,1985,8,4.5,8.5
145196,24.18,0.03,75.95,0.96,11.94,954,3024.05,11.94,Main Location,General,Main Location - General,1985-09-01,1985,9,4.5,8.5
77782,15.39,0.31,68.53,0.28,20.15,208,338.58,20.15,Main Location,General,Main Location - General,1985-10-01,1985,10,4.5,8.5
106742,1.45,0.19,194.76,0.48,19.91,2053,2767.98,19.91,Main Location,General,Main Location - General,1985-11-01,1985,11,4.5,8.5
102173,24.41,0.02,133.55,0.16,26.06,1628,2000.29,26.06,Main Location,General,Main Location - General,1985-12-01,1985,12,4.5,8.5
80258,16.61,0.27,164.37,0.57,28.21,990,2773.11,28.21,Main Location,General,Main Location - General,1986-01-01,1986,1,4.5,8.5
344210,56.44,0.01,180.85,0.45,7.87,825,803.81,7.87,Main Location,General,Main Location - General,1986-02-01,1986,2,4.5,8.5
265348,55.84,0.33,32.14,0.84,4.82,1552,1908.03,4.82,Main Location,General,Main Location - General,1986-03-01,1986,3,4.5,8.5
125297,38.75,0.18,13.69,0.11,17.86,2662,1774.79,17.86,Main Location,General,Main Location - General,1986-04-01,1986,4,4.5,8.5
30738,24.51,0.08,16.23,0.95,25.82,1995,2014.99,25.82,Main Location,General,Main Location - General,1986-05-01,1986,5,4.5,8.5
103134,34.72,0.46,84.97,0.6,25.69,835,2524.52,25.69,Main Location,General,Main Location - General,1986-06-01,1986,6,4.5,8.5
267402,43.52,0.44,101.41,0.96,4.89,2262,2045.45,4.89,Main Location,General,Main Location - General,1986-07-01,1986,7,4.5,8.5
63239,2.6,0.2,60.48,0.67,15.61,1947,1248.76,15.61,Main Location,General,Main Location - General,1986-08-01,1986,8,4.5,8.5
181764,1.54,0.29,199.45,0.29,9.29,2835,3104.37,9.29,Main Location,General,Main Location - General,1986-09-01,1986,9,4.5,8.5
77838,41.0,0.36,40.06,0.59,28.29,1961,181.2,28.29,Main Location,General,Main Location - General,1986-10-01,1986,10,4.5,8.5
150668,4.84,0.48,186.08,0.15,14.86,1235,1062.4,14.86,Main Location,General,Main Location - General,1986-11-01,1986,11,4.5,8.5
229804,52.31,0.3,153.3,0.67,19.81,657,1961.97,19.81,Main Location,General,Main Location - General,1986-12-01,1986,12,4.5,8.5
91813,17.73,0.25,71.84,0.91,17.74,1934,82.68,17.74,Main Location,General,Main Location - General,1987-01-01,1987,1,4.5,8.5
238071,24.66,0.15,97.57,0.68,0.86,2772,2773.83,0.86,Main Location,General,Main Location - General,1987-02-01,1987,2,4.5,8.5
123664,14.08,0.33,97.23,0.95,13.42,2064,2315.31,13.42,Main Location,General,Main Location - General,1987-03-01,1987,3,4.5,8.5
227403,23.77,0.24,70.98,0.03,1.36,1391,3157.02,1.36,Main Location,General,Main Location - General,1987-04-01,1987,4,4.5,8.5
285658,55.51,0.21,66.81,0.26,5.5,2628,1433.51,5.5,Main Location,General,Main Location - General,1987-05-01,1987,5,4.5,8.5
187345,17.5,0.26,137.73,0.94,8.81,873,469.15,8.81,Main Location,General,Main Location - General,1987-06-01,1987,6,4.5,8.5
106021,6.27,0.02,14.82,0.15,6.47,70,1720.26,6.47,Main Location,General,Main Location - General,1987-07-01,1987,7,4.5,8.5
14219,11.11,0.08,69.5,0.96,27.77,2175,1357.99,27.77,Main Location,General,Main Location - General,1987-08-01,1987,8,4.5,8.5
171252,15.9,0.33,45.3,0.01,3.74,2500,696.64,3.74,Main Location,General,Main Location - General,1987-09-01,1987,9,4.5,8.5
101084,49.5,0.29,32.05,0.57,27.43,677,1605.44,27.43,Main Location,General,Main Location - General,1987-10-01,1987,10,4.5,8.5
54126,31.82,0.42,16.94,0.16,27.6,1017,2468.71,27.6,Main Location,General,Main Location - General,1987-11-01,1987,11,4.5,8.5
138562,55.92,0.15,49.99,0.32,26.32,1302,2297.82,26.32,Main Location,General,Main Location - General,1987-12-01,1987,12,4.5,8.5
225261,52.4,0.43,146.3,0.47,20.16,1607,588.2,20.16,Main Location,General,Main Location - General,1988-01-01,1988,1,4.5,8.5
95751,19.42,0.02,171.76,0.96,26.96,2938,1536.59,26.96,Main Location,General,Main Location - General,1988-02-01,1988,2,4.5,8.5
121883,19.51,0.29,175.84,0.56,24.1,206,1556.74,24.1,Main Location,General,Main Location - General,1988-03-01,1988,3,4.5,8.5
68155,4.07,0.38,70.76,0.58,16.66,2187,2602.05,16.66,Main Location,General,Main Location - General,1988-04-01,1988,4,4.5,8.5
187590,23.82,0.31,13.39,0.54,0.92,569,642.92,0.92,Main Location,General,Main Location - General,1988-05-01,1988,5,4.5,8.5
300443,41.29,0.02,164.2,0.0,6.88,2833,1298.29,6.88,Main Location,General,Main Location - General,1988-06-01,1988,6,4.5,8.5
226824,52.09,0.22,196.22,0.41,24.38,2142,2517.51,24.38,Main Location,General,Main Location - General,1988-07-01,1988,7,4.5,8.5
50683,7.04,0.33,121.13,0.34,25.53,1260,3161.64,25.53,Main Location,General,Main Location - General,1988-08-01,1988,8,4.5,8.5
246309,51.86,0.45,43.91,0.06,8.42,1798,2132.5,8.42,Main Location,General,Main Location - General,1988-09-01,1988,9,4.5,8.5
79067,36.1,0.06,27.43,0.02,25.57,2044,1773.12,25.57,Main Location,General,Main Location - General,1988-10-01,1988,10,4.5,8.5
235055,48.84,0.12,32.56,0.74,6.05,2400,3010.21,6.05,Main Location,General,Main Location - General,1988-11-01,1988,11,4.5,8.5
116680,43.84,0.16,35.02,0.86,22.45,2187,2505.36,22.45,Main Location,General,Main Location - General,1988-12-01,1988,12,4.5,8.5
139394,7.89,0.02,127.27,0.67,11.58,2427,338.55,11.58,Main Location,General,Main Location - General,1989-01-01,1989,1,4.5,8.5
185444,30.45,0.06,21.08,0.09,5.6,308,1024.05,5.6,Main Location,General,Main Location - General,1989-02-01,1989,2,4.5,8.5
161906,38.85,0.01,17.02,0.52,11.29,1396,2695.02,11.29,Main Location,General,Main Location - General,1989-03-01,1989,3,4.5,8.5
72482,7.21,0.44,114.52,0.47,20.87,2003,796.73,20.87,Main Location,General,Main Location - General,1989-04-01,1989,4,4.5,8.5
189474,27.59,0.19,124.54,0.75,12.36,834,3170.06,12.36,Main Location,General,Main Location - General,1989-05-01,1989,5,4.5,8.5
262027,39.42,0.43,88.42,0.9,2.75,2870,2028.11,2.75,Main Location,General,Main Location - General,1989-06-01,1989,6,4.5,8.5
92646,7.51,0.41,23.44,0.51,9.51,2284,1246.05,9.51,Main Location,General,Main Location - General,1989-07-01,1989,7,4.5,8.5
51581,21.33,0.09,53.19,0.88,24.0,1689,1674.52,24.0,Main Location,General,Main Location - General,1989-08-01,1989,8,4.5,8.5
185353,23.92,0.0,155.05,0.34,15.23,1164,2919.06,15.23,Main Location,General,Main Location - General,1989-09-01,1989,9,4.5,8.5
201904,52.21,0.27,79.52,0.85,16.4,515,2955.94,16.4,Main Location,General,Main Location - General,1989-10-01,1989,10,4.5,8.5
150505,52.41,0.06,15.39,0.61,19.27,471,2283.71,19.27,Main Location,General,Main Location - General,1989-11-01,1989,11,4.5,8.5
187682,35.54,0.07,131.9,0.18,17.26,926,1899.44,17.26,Main Location,General,Main Location - General,1989-12-01,1989,12,4.5,8.5
156763,25.18,0.01,33.15,0.58,7.96,2830,1993.45,7.96,Main Location,General,Main Location - General,1990-01-01,1990,1,4.5,8.5
107440,39.68,0.38,86.25,0.08,28.03,922,1227.55,28.03,Main Location,General,Main Location - General,1990-02-01,1990,2,4.5,8.5
303883,46.03,0.23,120.73,0.82,2.65,2244,851.52,2.65,Main Location,General,Main Location - General,1990-03-01,1990,3,4.5,8.5
278205,49.65,0.18,180.87,0.72,13.88,2231,1488.89,13.88,Main Location,General,Main Location - General,1990-04-01,1990,4,4.5,8.5
118044,13.92,0.06,96.64,0.93,13.77,2869,2724.92,13.77,Main Location,General,Main Location - General,1990-05-01,1990,5,4.5,8.5
178560,1.55,0.34,192.3,0.51,8.66,1443,2648.35,8.66,Main Location,General,Main Location - General,1990-06-01,1990,6,4.5,8.5
128522,52.26,0.2,70.1,0.08,29.28,2446,1813.95,29.28,Main Location,General,Main Location - General,1990-07-01,1990,7,4.5,8.5
189997,47.38,0.0,103.6,0.98,18.35,104,2005.87,18.35,Main Location,General,Main Location - General,1990-08-01,1990,8,4.5,8.5
246240,50.67,0.49,128.35,0.16,15.43,888,2101.0,15.43,Main Location,General,Main Location - General,1990-09-01,1990,9,4.5,8.5
132768,12.81,0.47,36.36,0.13,8.12,2885,1874.09,8.12,Main Location,General,Main Location - General,1990-10-01,1990,10,4.5,8.5
175761,11.17,0.22,166.47,0.98,10.03,661,1413.93,10.03,Main Location,General,Main Location - General,1990-11-01,1990,11,4.5,8.5
136539,37.25,0.28,65.35,0.73,18.99,1553,1330.01,18.99,Main Location,General,Main Location - General,1990-12-01,1990,12,4.5,8.5
247542,27.57,0.04,109.34,0.01,3.32,1607,3189.92,3.32,Main Location,General,Main Location - General,1991-01-01,1991,1,4.5,8.5
10279,3.42,0.15,105.99,0.82,28.51,981,1688.25,28.51,Main Location,General,Main Location - General,1991-02-01,1991,2,4.5,8.5
56057,9.06,0.27,32.27,0.61,17.05,1211,414.02,17.05,Main Location,General,Main Location - General,1991-03-01,1991,3,4.5,8.5
217686,58.13,0.43,175.26,0.28,26.91,1437,1433.87,26.91,Main Location,General,Main Location - General,1991-04-01,1991,4,4.5,8.5
66449,4.62,0.02,83.63,0.81,17.3,2061,362.34,17.3,Main Location,General,Main Location - General,1991-05-01,1991,5,4.5,8.5
251271,47.4,0.45,121.66,0.41,12.31,276,3098.94,12.31,Main Location,General,Main Location - General,1991-06-01,1991,6,4.5,8.5
291991,57.32,0.23,146.6,0.82,11.92,1312,2901.29,11.92,Main Location,General,Main Location - General,1991-07-01,1991,7,4.5,8.5
94756,15.56,0.42,74.94,0.12,17.85,2553,1025.82,17.85,Main Location,General,Main Location - General,1991-08-01,1991,8,4.5,8.5
231173,36.66,0.26,54.73,0.66,4.02,1099,2082.32,4.02,Main Location,General,Main Location - General,1991-09-01,1991,9,4.5,8.5
229473,40.05,0.12,114.86,0.26,11.77,957,2551.75,11.77,Main Location,General,Main Location - General,1991-10-01,1991,10,4.5,8.5
81898,1.57,0.25,79.54,0.43,14.28,66,284.07,14.28,Main Location,General,Main Location - General,1991-11-01,1991,11,4.5,8.5
171241,15.46,0.38,177.83,0.44,14.75,2906,2730.51,14.75,Main Location,General,Main Location - General,1991-12-01,1991,12,4.5,8.5
197249,25.07,0.23,124.73,0.25,10.7,391,523.57,10.7,Main Location,General,Main Location - General,1992-01-01,1992,1,4.5,8.5
45746,11.07,0.36,61.29,0.97,21.57,664,2868.02,21.57,Main Location,General,Main Location - General,1992-02-01,1992,2,4.5,8.5
219266,57.05,0.35,102.99,0.31,19.73,253,1737.41,19.73,Main Location,General,Main Location - General,1992-03-01,1992,3,4.5,8.5
88328,40.83,0.14,0.4,0.5,22.39,1227,3047.24,22.39,Main Location,General,Main Location - General,1992-04-01,1992,4,4.5,8.5
365597,48.47,0.07,192.18,0.42,2.21,1176,2314.66,2.21,Main Location,General,Main Location - General,1992-05-01,1992,5,4.5,8.5
189891,41.73,0.43,10.4,0.35,8.43,2006,178.96,8.43,Main Location,General,Main Location - General,1992-06-01,1992,6,4.5,8.5
122346,45.62,0.41,80.48,0.39,27.19,2494,1890.57,27.19,Main Location,General,Main Location - General,1992-07-01,1992,7,4.5,8.5
234070,14.25,0.36,138.93,0.18,2.08,2958,1643.26,2.08,Main Location,General,Main Location - General,1992-08-01,1992,8,4.5,8.5
346981,51.72,0.37,188.89,0.4,5.99,1172,331.12,5.99,Main Location,General,Main Location - General,1992-09-01,1992,9,4.5,8.5
186425,52.36,0.35,10.11,0.0,14.89,1025,947.77,14.89,Main Location,General,Main Location - General,1992-10-01,1992,10,4.5,8.5
96214,42.95,0.06,64.9,0.08,28.84,2521,1619.65,28.84,Main Location,General,Main Location - General,1992-11-01,1992,11,4.5,8.5
83983,20.76,0.34,54.19,0.8,19.05,918,412.49,19.05,Main Location,General,Main Location - General,1992-12-01,1992,12,4.5,8.5
163504,55.16,0.11,10.05,0.46,18.17,656,2638.45,18.17,Main Location,General,Main Location - General,1993-01-01,1993,1,4.5,8.5
75759,33.69,0.33,36.24,0.34,25.05,1430,793.0,25.05,Main Location,General,Main Location - General,1993-02-01,1993,2,4.5,8.5
212938,39.51,0.18,133.29,0.4,15.08,1822,1156.93,15.08,Main Location,General,Main Location - General,1993-03-01,1993,3,4.5,8.5
195623,33.23,0.41,68.08,0.84,8.51,2261,607.79,8.51,Main Location,General,Main Location - General,1993-04-01,1993,4,4.5,8.5
126391,16.45,0.3,70.85,0.64,11.79,2892,705.51,11.79,Main Location,General,Main Location - General,1993-05-01,1993,5,4.5,8.5
241965,38.55,0.36,185.29,0.36,15.57,2920,1879.58,15.57,Main Location,General,Main Location - General,1993-06-01,1993,6,4.5,8.5
112183,2.52,0.36,93.34,0.69,10.39,2226,2928.44,10.39,Main Location,General,Main Location - General,1993-07-01,1993,7,4.5,8.5
240732,35.78,0.28,83.67,0.27,5.12,2940,1449.23,5.12,Main Location,General,Main Location - General,1993-08-01,1993,8,4.5,8.5
20930,2.38,0.33,107.13,0.48,27.4,255,143.55,27.4,Main Location,General,Main Location - General,1993-09-01,1993,9,4.5,8.5
164122,46.92,0.22,119.38,0.87,23.68,313,168.67,23.68,Main Location,General,Main Location - General,1993-10-01,1993,10,4.5,8.5
203306,48.16,0.12,161.13,0.24,23.13,804,1109.5,23.13,Main Location,General,Main Location - General,1993-11-01,1993,11,4.5,8.5
269006,42.52,0.23,199.91,0.17,14.95,417,120.21,14.95,Main Location,General,Main Location - General,1993-12-01,1993,12,4.5,8.5
43609,3.62,0.35,45.87,0.86,17.82,1574,1288.08,17.82,Main Location,General,Main Location - General,1994-01-01,1994,1,4.5,8.5
170516,59.78,0.36,1.28,0.53,18.72,1013,2734.08,18.72,Main Location,General,Main Location - General,1994-02-01,1994,2,4.5,8.5
256720,53.22,0.28,142.95,0.76,15.07,2718,2693.17,15.07,Main Location,General,Main Location - General,1994-03-01,1994,3,4.5,8.5
251434,59.05,0.26,18.41,0.21,8.14,865,2663.65,8.14,Main Location,General,Main Location - General,1994-04-01,1994,4,4.5,8.5
259457,44.74,0.26,168.84,0.93,12.64,2823,1312.97,12.64,Main Location,General,Main Location - General,1994-05-01,1994,5,4.5,8.5
86279,3.12,0.26,111.81,0.76,16.22,2424,142.68,16.22,Main Location,General,Main Location - General,1994-06-01,1994,6,4.5,8.5
238590,49.07,0.45,79.05,0.38,11.2,48,1669.86,11.2,Main Location,General,Main Location - General,1994-07-01,1994,7,4.5,8.5
